연번,업종명,업소명,소     재     지,전화번호
947,일반음식점,전주식당, 청주시 흥덕구 내수동로12번길 6  효성아파트상가동 1층 4호 (복대동),    043- 267-0478
948,일반음식점,무심천라이브, 청주시 흥덕구 사운로 186 (운천동 (지하1층)),    043- 267-9008
949,일반음식점,서당골에가면, 청주시 흥덕구 내수동로55번길 10-4 (복대동 외 2필지(1층)),    043- 268-5294
950,일반음식점,대운해장국, 청주시 흥덕구 흥덕로 164 (운천동 (1층)),    043- 272-5900
951,일반음식점,용마루추어탕, 청주시 흥덕구 백봉로 176 (봉명동),    043- 274-1065
952,일반음식점,전설의불닭, 청주시 흥덕구 내수동로42번길 8 (복대동 (1층)),    043- 277-9233
953,일반음식점,큰통치킨가경점, 청주시 흥덕구 가경동 1516번지 (104호) ,    043- 284-8989
954,일반음식점,시골막걸리, 청주시 흥덕구 진재로27번길 15  1층 (복대동),    043- 671-7038
955,일반음식점,강서추어탕, 청주시 흥덕구 가로수로 1142 (비하동),    043-231 -9460
956,일반음식점,(주)샤브향 청주1호점, 청주시 흥덕구 2순환로 1098 (비하동  (1층)),    043-237 -0033
957,일반음식점,대한푸드(주), 청주시 흥덕구 서부로1168번길 23-8 (석곡동 (1층)),   043 -237 -5232
958,일반음식점,(주)후니드 SK하이닉스M15 청주점, 청주시 흥덕구 외북동 58번지 1호 SK건설현장 직원식당 1층 , 02 -3434-8022
959,일반음식점,HDC영창(주)가경3차아이파크점, 청주시 흥덕구 가경동 664번지 4호  , 032-570 -1150
960,일반음식점,단지골, 청주시 흥덕구 오송읍 오송2길 3, 041- 236-7653
961,일반음식점,대전해장국, 청주시 흥덕구 오송읍 가로수로 7-1, 041- 238-1588
962,일반음식점,돌산식당, 청주시 흥덕구 오송읍 오송리 250번지 3호 외 1필지 , 041- 862-2223
963,일반음식점,오상사부대찌개, 청주시 흥덕구 오송읍 오송1길 4-1, 041- 862-4404
964,일반음식점,울엄마양평해장국, 청주시 흥덕구 2순환로 1130  지하1층 (비하동  236-10 외 3필지), 041- 862-8308
965,일반음식점,담비식당, 청주시 흥덕구 오송읍 오송길 4, 041- 863-8686
966,일반음식점,온달식당, 청주시 흥덕구 오송읍 정중연제로 34, 041- 864-0606
967,일반음식점,꼬꼬댁과삐약이, 청주시 흥덕구 오송읍 오송4길 41, 041- 864-1235
968,일반음식점,쌍청영양탕, 청주시 흥덕구 오송읍 오송가락로 399, 041- 864-1663
969,일반음식점,오복식당, 청주시 흥덕구 오송읍 가로수로 192-1, 041- 865-2991
970,일반음식점,큰소왕갈비탕, 청주시 흥덕구 오송읍 가로수로 28, 041- 866-1777
971,일반음식점,민속촌소머리국밥, 청주시 흥덕구 오송읍 미호천길 5, 041- 866-6913
972,일반음식점,동보성, 청주시 흥덕구 오송읍 오송2길 10, 041- 866-9287
973,일반음식점,구이와국시, 청주시 흥덕구 오송읍 오송1길 15, 041- 867-2301
974,일반음식점,한계리, 청주시 흥덕구 옥산면 과학산업1로 111-11, 043- 211-3532
975,일반음식점,가경굴천지, 청주시 흥덕구 경산로 46 (가경동 (1층)), 043- 212-5242
976,일반음식점,해도참치, 청주시 흥덕구 풍년로172번길 19 (가경동 (1층)), 043- 215-3782
977,일반음식점,구이명가, 청주시 흥덕구 서현중로27번길 5  1층 (가경동), 043- 216-5003
978,일반음식점,소돈숯불구이, 청주시 흥덕구 송화로 142  1층 103호 (송절동), 043- 218-3060
979,일반음식점,황보네, 청주시 흥덕구 주현로25번길 2  1층 (봉명동), 043- 222-6505
980,일반음식점,청담동말자봉명점, 청주시 흥덕구 백봉로 209 (봉명동 (1층)), 043- 223-2112
981,일반음식점,백두산생고기전문점, 청주시 흥덕구 죽천로 96-13 (복대동 (1층)), 043- 224-3565
982,일반음식점,송도횟집, 청주시 흥덕구 복대로 106  삼일아파트상가동 1층 2호 (복대동), 043- 225-3989
983,일반음식점,옥골식당, 청주시 흥덕구 옥산면 청주역로 641, 043- 229-1808
984,일반음식점,옥산레저(주)클럽하우스대식당, 청주시 흥덕구 옥산면 동림2길 149  2층, 043- 230-4000
985,일반음식점,옥산레저(주) 서그늘집, 청주시 흥덕구 옥산면 동림리 산 64번지 1호  , 043- 230-4000
986,일반음식점,성미네생고기, 청주시 흥덕구 대신로10번길 6-1 (복대동), 043- 231-0071
987,일반음식점,강서불고기, 청주시 흥덕구 가로수로1154번길 55-4 (강서동), 043- 231-0072
988,일반음식점,어니언(onion), 청주시 흥덕구 2순환로1167번길 19 (복대동 (2층)), 043- 231-0148
989,일반음식점,바다회집, 청주시 흥덕구 복대동 2008번지 삼일상가A10동6호 , 043- 231-0164
990,일반음식점,오라이양고기식탐맛집, 청주시 흥덕구 경산로 10-1 (가경동 (1층)), 043- 231-0338
991,일반음식점,로즈마리, 청주시 흥덕구 풍년로 98 (가경동 (지하1층)), 043- 231-0345
992,일반음식점,가경점기사식당, 청주시 흥덕구 풍년로 78-1 (가경동), 043- 231-0477
993,일반음식점,샤브마니아, 청주시 흥덕구 진재로 109  2층 (복대동), 043- 231-0677
994,일반음식점,몰리라이브, 청주시 흥덕구 가경로173번길 6 (가경동 (지하1층)), 043- 231-0877
995,일반음식점,가장맛있는삼겹살집, 청주시 흥덕구 가로수로1144번길 30-2 (강서동 (1층)), 043- 231-0883
996,일반음식점,동림가든, 청주시 흥덕구 옥산면 심동로 659, 043- 231-1030
997,일반음식점,진국본가(청주직영점), 청주시 흥덕구 풍년로 127 (가경동), 043- 231-1110
998,일반음식점,토마토김밥, 청주시 흥덕구 풍년로79번길 8-2 (가경동 (1층)), 043- 231-1123
999,일반음식점,더나은치킨, 청주시 흥덕구 진재로55번길 13-6 (복대동), 043- 231-1312
1000,일반음식점,통큰무한삼겹, 청주시 흥덕구 진재로47번길 30 (복대동 (1층)), 043- 231-1333
1001,일반음식점,어전, 청주시 흥덕구 죽천로 108-2 (복대동 (1층)), 043- 231-1511
1002,일반음식점,테마식당, 청주시 흥덕구 가로수로1346번길 9 (복대동 (1층)), 043- 231-1656
1003,일반음식점,오송식당, 청주시 흥덕구 가로수로1164번길 7-4 (강서동), 043- 231-1700
1004,일반음식점,미오름, 청주시 흥덕구 풍산로33번길 37-4  1층 (가경동), 043- 231-1805
1005,일반음식점,순리(順理)씨포차, 청주시 흥덕구 풍산로25번길 18 (가경동), 043- 231-1986
1006,일반음식점,할머니손칼국수, 청주시 흥덕구 강내면 탑연길 4, 043- 231-2026
1007,일반음식점,모산수제비, 청주시 흥덕구 풍산로33번길 21 (가경동), 043- 231-2030
1008,일반음식점,황금돼지, 청주시 흥덕구 신율로111번길 52 (복대동 (1층)), 043- 231-2048
1009,일반음식점,더덕한상, 청주시 흥덕구 장구봉로 9 (가경동 (1층)), 043- 231-2122
1010,일반음식점,사또설렁탕, 청주시 흥덕구 강내면 태성탑연로 448-52, 043- 231-2179
1011,일반음식점,김밥나라, 청주시 흥덕구 2순환로1050번길 24  2동 1층 1호 (비하동  효성2차아파트), 043- 231-2187
1012,일반음식점,레이(Rey), 청주시 흥덕구 짐대로72번길 54 (복대동 (3층)), 043- 231-2225
1013,일반음식점,방방파닭닭발, 청주시 흥덕구 풍년로79번길 3 (가경동 (1층)), 043- 231-2337
1014,일반음식점,강원도정식, 청주시 흥덕구 강내면 태성탑연로 448-44, 043- 231-2364
1015,일반음식점,피자캠프, 청주시 흥덕구 강내면 월탄3길 9, 043- 231-2443
1016,일반음식점,투다리, 청주시 흥덕구 강내면 태성탑연로 448-52, 043- 231-2617
1017,일반음식점,농민토종순대, 청주시 흥덕구 2순환로1167번길 27 (복대동 (1층)), 043- 231-2665
1018,일반음식점,한뚝수육국밥, 청주시 흥덕구 오송읍 오송생명로 166, 043- 231-2729
1019,일반음식점,해피데이, 청주시 흥덕구 강내면 월곡길 15-1, 043- 231-2747
1020,일반음식점,청주순대, 청주시 흥덕구 풍년로 120 (가경동), 043- 231-2929
1021,일반음식점,토담, 청주시 흥덕구 강내면 상월곡길 91, 043- 231-2995
1022,일반음식점,문성해물칼국수&왕만두, 청주시 흥덕구 장구봉로 13-1 (가경동 (1층)), 043- 231-3050
1023,일반음식점,베이징, 청주시 흥덕구 강내면 서부로 605, 043- 231-3222
1024,일반음식점,장터국수, 청주시 흥덕구 2순환로 1229 (가경동), 043- 231-3265
1025,일반음식점,돈내고돈먹기, 청주시 흥덕구 강내면 월곡길 21, 043- 231-3339
1026,일반음식점,옛날곱창순대, 청주시 흥덕구 강내면 월곡길 5, 043- 231-3342
1027,일반음식점,돈마루, 청주시 흥덕구 가로수로1164번길 10-5 (강서동), 043- 231-3607
1028,일반음식점,성화왕족발(복대점), 청주시 흥덕구 진재로23번길 18-1 (복대동 (1층)), 043- 231-3655
1029,일반음식점,풍전불고기, 청주시 흥덕구 풍산로25번길 38-2 (가경동), 043- 231-3993
1030,일반음식점,VIPmembers(브이아이피멤버스), 청주시 흥덕구 짐대로72번길 51 (복대동 (1층)), 043- 231-4277
1031,일반음식점,신화불날개.마초떡볶이, 청주시 흥덕구 강내면 태성탑연로 448-44, 043- 231-4308
1032,일반음식점,처갓집양념치킨, 청주시 흥덕구 가경동 1190번지 세원아파트상가 0동 103호, 043- 231-4445
1033,일반음식점,참치나라, 청주시 흥덕구 풍년로172번길 14 (가경동), 043- 231-4450
1034,일반음식점,땅따먹기, 청주시 흥덕구 강내면 태성탑연로 264, 043- 231-4460
1035,일반음식점,스카이라운지 미사리, 청주시 흥덕구 풍년로 148-1 (가경동 (7층)), 043- 231-4462
1036,일반음식점,진천토종순대, 청주시 흥덕구 증안로34번길 27-9 (복대동), 043- 231-4474
1037,일반음식점,철가방, 청주시 흥덕구 경산로 34-1 (가경동 (1층)), 043- 231-4477
1038,일반음식점,쭈당, 청주시 흥덕구 풍년로 122 (가경동), 043- 231-4555
1039,일반음식점,천궁중화요리, 청주시 흥덕구 강내면 월곡길 33, 043- 231-4761
1040,일반음식점,들깨사랑, 청주시 흥덕구 서경로4번길 5 (가경동 (1층)), 043- 231-5110
1041,일반음식점,청춘면수육국수, 청주시 흥덕구 강내면 월곡길 21, 043- 231-5144
1042,일반음식점,오대산상황약초백숙, 청주시 흥덕구 서경로 24 (가경동 (1층)), 043- 231-5484
1043,일반음식점,북경양꼬치, 청주시 흥덕구 오송읍 오송가락로 255-8  104호, 043- 231-5750
1044,일반음식점,힐링호프, 청주시 흥덕구 신율로 121 (복대동), 043- 231-5792
1045,일반음식점,금강불고기, 청주시 흥덕구 가경동 766번지 (형석2차 아파트 상가동 108호) , 043- 231-5837
1046,일반음식점,거품창고, 청주시 흥덕구 가경동 1189번지 형석@상가 15동 105 107호 , 043- 231-5879
1047,일반음식점,바칼이야기, 청주시 흥덕구 풍년로172번길 16-1 (가경동 (1층)), 043- 231-6048
1048,일반음식점,두부촌닭, 청주시 흥덕구 강내면 태성탑연로 452, 043- 231-6460
1049,일반음식점,구가네, 청주시 흥덕구 증안로54번길 58 (복대동 (1층)), 043- 231-6475
1050,일반음식점,한양생고기, 청주시 흥덕구 2순환로 1110 (비하동), 043- 231-6692
1051,일반음식점,모닝푸드, 청주시 흥덕구 풍산로 18  터미널타워 328호 (가경동), 043- 231-6898
1052,일반음식점,밤을여는사나이, 청주시 흥덕구 풍산로33번길 37-3  1층 (가경동), 043- 231-7234
1053,일반음식점,오미동태찌개전문, 청주시 흥덕구 강내면 가로수로 561, 043- 231-7365
1054,일반음식점,청수생고기, 청주시 흥덕구 경산로 49 (가경동 (1층)), 043- 231-7730
1055,일반음식점,토속시골밥상, 청주시 흥덕구 강내면 상월곡길 89, 043- 231-7741
1056,일반음식점,국풍중화요리, 청주시 흥덕구 서현중로31번길 23 (가경동  (1층)), 043- 231-7772
1057,일반음식점,꽃차돌, 청주시 흥덕구 진재로 106 (복대동), 043- 231-7787
1058,일반음식점,얼쑤라이브, 청주시 흥덕구 진재로 26 (복대동 1동 (5층)), 043- 231-7943
1059,일반음식점,한옥마을 전주비빔밥(청주점), 청주시 흥덕구 서부로 1291 (가경동 홈플러스청주가경점(1층)), 043- 231-8227
1060,일반음식점,계림닭갈비, 청주시 흥덕구 풍년로 110-1 (가경동), 043- 231-8592
1061,일반음식점,청도수산, 청주시 흥덕구 진재로47번길 17 (복대동 (1층)), 043- 231-8679
1062,일반음식점,강서칼국수, 청주시 흥덕구 비하로 8 (비하동), 043- 231-8720
1063,일반음식점,착한식당, 청주시 흥덕구 장구봉로29번길 21 (가경동 (1층)), 043- 231-8805
1064,일반음식점,둔산주먹구이, 청주시 흥덕구 짐대로42번길 4-10 (복대동 (1층)), 043- 231-8884
1065,일반음식점,화랑가, 청주시 흥덕구 진재로110번길 40-1 (복대동 (1층)), 043- 231-8905
1066,일반음식점,대구왕뽈테기, 청주시 흥덕구 2순환로 1289-8 (가경동 (1층)), 043- 231-8977
1067,일반음식점,전통파닭, 청주시 흥덕구 풍산로33번길 10 (가경동 (1층)), 043- 231-9222
1068,일반음식점,안경할머니곱창, 청주시 흥덕구 진재로19번길 4 (복대동 (1층)), 043- 231-9258
1069,일반음식점,수원칼국수, 청주시 흥덕구 비하로9번길 20  1층 (비하동), 043- 231-9269
1070,일반음식점,꼬꼬파닭, 청주시 흥덕구 강내면 태성탑연로 448-32, 043- 231-9288
1071,일반음식점,다연, 청주시 흥덕구 풍년로194번길 31 (가경동), 043- 231-9292
1072,일반음식점,골목오리탕, 청주시 흥덕구 청주역로358번길 12 (정봉동), 043- 231-9632
1073,일반음식점,마초떡볶이 & 닭발, 청주시 흥덕구 가로수로1164번길 14 (강서동 (1층)), 043- 231-9655
1074,일반음식점,비비큐치킨, 청주시 흥덕구 풍산로47번길 57 (가경동 (1층)), 043- 231-9934
1075,일반음식점,만리장성, 청주시 흥덕구 강내면 태성탑연로 386, 043- 231-9944
1076,일반음식점,O2반점.닭발, 청주시 흥덕구 진재로47번길 18-10 (복대동 (1층)), 043- 231-9983
1077,일반음식점,비너스, 청주시 흥덕구 풍년로 120 (가경동), 043- 232-0059
1078,일반음식점,잇 플레이스 720, 청주시 흥덕구 강내면 가로수로 560, 043- 232-0066
1079,일반음식점,따발총, 청주시 흥덕구 진재로23번길 26-10 (복대동 (1층)), 043- 232-0141
1080,일반음식점,불타는 연탄구이, 청주시 흥덕구 증안로22번길 39 (복대동 (1층)), 043- 232-0236
1081,일반음식점,샤갈의눈내리는마을, 청주시 흥덕구 풍년로 182 (가경동), 043- 232-0245
1082,일반음식점,신정골전통뼈해장국, 청주시 흥덕구 대신로 14 (복대동 (1층)), 043- 232-0332
1083,일반음식점,비비큐치킨하복대점, 청주시 흥덕구 복대동 2606번지 벽산아파트 상가 101호 , 043- 232-0605
1084,일반음식점,체로키돈가스가경본점, 청주시 흥덕구 가경로189번길 7-1 (가경동), 043- 232-0629
1085,일반음식점,자연버섯마을, 청주시 흥덕구 죽천로89번길 20-6 (복대동 (1층)), 043- 232-0848
1086,일반음식점,국수나무가경점, 청주시 흥덕구 풍년로 16-25 (가경동 디오스프라자 101호), 043- 232-0906
1087,일반음식점,동주아구찜, 청주시 흥덕구 서현중로36번길 10 (가경동 (1층)), 043- 232-0919
1088,일반음식점,아웃백스테이크하우스가경점, 청주시 흥덕구 2순환로 1269 (가경동 (2 3층)), 043- 232-0961
1089,일반음식점,임실치즈피자, 청주시 흥덕구 복대로 94  1층 (복대동  형석아파트상가동111 112 113호), 043- 232-0987
1090,일반음식점,태성식당, 청주시 흥덕구 강내면 서부로 332, 043- 232-1053
1091,일반음식점,동화춘, 청주시 흥덕구 비하로63번길 7  1층 (비하동), 043- 232-1101
1092,일반음식점,이모네한우곱창, 청주시 흥덕구 짐대로42번길 4-6 (복대동 (1층)), 043- 232-1600
1093,일반음식점,소문난춘천닭갈비, 청주시 흥덕구 서현중로36번길 18 (가경동 (1층)), 043- 232-1825
1094,일반음식점,무지개송어.짜글이, 청주시 흥덕구 장구봉로 10 (가경동 (1층)), 043- 232-2093
1095,일반음식점,정일식당 , 청주시 흥덕구 풍년로198번길 7-2 (가경동), 043- 232-2179
1096,일반음식점,옛날밥집, 청주시 흥덕구 풍산로109번길 13 (복대동 (1층)), 043- 232-2242
1097,일반음식점,일미닭갈비파전, 청주시 흥덕구 강내면 월곡길 17-1, 043- 232-2526
1098,일반음식점,멕시칸양념치킨, 청주시 흥덕구 강서동 37번지 1호 외3필지 대림아파트 상가동 101호 , 043- 232-2535
1099,일반음식점,이찌호프, 청주시 흥덕구 가경동 1516번지 가경태암수정아파트상가 1층 107호 , 043- 232-2651
1100,일반음식점,샘골집, 청주시 흥덕구 강내면 사인1길 75, 043- 232-2818
1101,일반음식점,부모산갯동뫼식당, 청주시 흥덕구 부모산로 85-2 (비하동), 043- 232-3005
1102,일반음식점,가마솥추어탕, 청주시 흥덕구 청주역로 350-6 (정봉동 (1층)), 043- 232-3030
1103,일반음식점,예정농원, 청주시 흥덕구 내거로 18  1층 (서촌동), 043- 232-3335
1104,일반음식점,참치나라, 청주시 흥덕구 진재로 40 (복대동), 043- 232-3383
1105,일반음식점,3000냥기사식당시골밥상, 청주시 흥덕구 2순환로 1229 (가경동 터미널동 2층(209호)), 043- 232-3531
1106,일반음식점,뽀뚜루까아저씨, 청주시 흥덕구 진재로 51 (복대동 (6층)), 043- 232-3697
1107,일반음식점,참치와 친구들, 청주시 흥덕구 진재로109번길 8  1층 (복대동), 043- 232-3782
1108,일반음식점,춘천닭갈비 , 청주시 흥덕구 풍년로 111 (가경동), 043- 232-3885
1109,일반음식점,청주숯불갈비, 청주시 흥덕구 강내면 태성탑연로 422, 043- 232-3900
1110,일반음식점,원조식당, 청주시 흥덕구 부모산로 7  1층 (비하동), 043- 232-4025
1111,일반음식점,징검다리, 청주시 흥덕구 청주역로 391  1층 (정봉동), 043- 232-4114
1112,일반음식점,달라스, 청주시 흥덕구 2순환로 1067-17 (비하동  (1층)), 043- 232-4193
1113,일반음식점,카우카우, 청주시 흥덕구 증안로22번길 13-1 (복대동 (1층)), 043- 232-4336
1114,일반음식점,뺑이콩나물, 청주시 흥덕구 복대로 207 (복대동 (1층)), 043- 232-4336
1115,일반음식점,홍반장 주먹구이, 청주시 흥덕구 풍산로25번길 17 (가경동), 043- 232-4449
1116,일반음식점,컴홈, 청주시 흥덕구 강내면 다락탑연길 270-1, 043- 232-4516
1117,일반음식점,보드람치킨하복대점, 청주시 흥덕구 짐대로50번길 3 (복대동 (1층)), 043- 232-4679
1118,일반음식점,빼돌린뒷고기, 청주시 흥덕구 풍산로 121-1 (복대동 (1층)), 043- 232-4800
1119,일반음식점,페리카나치킨강서비하점, 청주시 흥덕구 강서동 33번지 7호 우정아파트 상가동 109호 (1층) , 043- 232-5254
1120,일반음식점,태성순대촌, 청주시 흥덕구 복대로146번길 5-10 (복대동), 043- 232-5283
1121,일반음식점,길림성, 청주시 흥덕구 강내면 월탄탑연길 131 ( 295-11), 043- 232-5515
1122,일반음식점,시골구경, 청주시 흥덕구 풍산로25번길 56-2 (가경동), 043- 232-5527
1123,일반음식점,춘하추동, 청주시 흥덕구 강내면 태성탑연로 419, 043- 232-5639
1124,일반음식점,고기굽는조선1(일)번가, 청주시 흥덕구 서현중로 29 (가경동 (1층)), 043- 232-5707
1125,일반음식점,솔저치킨, 청주시 흥덕구 풍년로194번길 19-1 (가경동 (1층)), 043- 232-5782
1126,일반음식점,청학동, 청주시 흥덕구 풍년로180번길 20 (가경동 (1층)), 043- 232-6027
1127,일반음식점,연안식당지웰시티점, 청주시 흥덕구 대농로 47-2  1층 104호 (복대동), 043- 232-6092
1128,일반음식점,김밥나라, 청주시 흥덕구 가경동 1516번지 태암수정A상가112호 , 043- 232-6482
1129,일반음식점,육대장(복대점), 청주시 흥덕구 2순환로 1051  2층 (비하동), 043- 232-6609
1130,일반음식점,베스트리아치킨, 청주시 흥덕구 장구봉로 71  14동 108호 (가경동  덕일한마음상가), 043- 232-6655
1131,일반음식점,김이박부대찌개복대직영점, 청주시 흥덕구 진재로 110 (복대동 (1층)), 043- 232-6680
1132,일반음식점,산정칡냉면, 청주시 흥덕구 풍산로33번길 11 (가경동), 043- 232-6884
1133,일반음식점,산장칡냉면 , 청주시 흥덕구 풍년로172번길 38-10 (가경동), 043- 232-6955
1134,일반음식점,한식뷔페오천냥, 청주시 흥덕구 직지대로240번길 38  1층 (지동동), 043- 232-7272
1135,일반음식점,비밀, 청주시 흥덕구 진재로9번길 63 (복대동 (1층)), 043- 232-7778
1136,일반음식점,놀러와, 청주시 흥덕구 진재로 22 (복대동 (2층)), 043- 232-7788
1137,일반음식점,영상식당, 청주시 흥덕구 풍산로 114 (복대동 (1층)), 043- 232-8005
1138,일반음식점,선농장가든 , 청주시 흥덕구 고락로 8 (지동동), 043- 232-8238
1139,일반음식점,아주먼옛날, 청주시 흥덕구 강내면 월곡길 17-5, 043- 232-8249
1140,일반음식점,경아두마리치킨, 청주시 흥덕구 2순환로1136번길 19 (비하동 (1층)), 043- 232-8251
1141,일반음식점,교원밥집, 청주시 흥덕구 강내면 태성탑연로 260, 043- 232-8606
1142,일반음식점,평양순대, 청주시 흥덕구 강내면 태성탑연로 437-1, 043- 232-8800
1143,일반음식점,두레반, 청주시 흥덕구 2순환로 1044  1층 (비하동), 043- 232-8807
1144,일반음식점,대가, 청주시 흥덕구 직지대로 51 (지동동 (1층)), 043- 232-8880
1145,일반음식점,또화반점, 청주시 흥덕구 진재로35번길 19 (복대동 (1층)), 043- 232-8979
1146,일반음식점,장가네부대찌개전문, 청주시 흥덕구 풍산로25번길 26 (가경동), 043- 232-9062
1147,일반음식점,택이네조개전골, 청주시 흥덕구 서경로20번길 16 (가경동 (1층)), 043- 232-9157
1148,일반음식점,더스타일푸드포차, 청주시 흥덕구 짐대로72번길 49  1층 (복대동), 043- 232-9300
1149,일반음식점,복실영양탕 , 청주시 흥덕구 풍년로172번길 31 (가경동), 043- 232-9517
1150,일반음식점,도성한정식, 청주시 흥덕구 가로수로 1169 (비하동), 043- 232-9547
1151,일반음식점,서부의사나이, 청주시 흥덕구 풍산로 105 (복대동), 043- 232-9555
1152,일반음식점,우왕우, 청주시 흥덕구 복대로200번길 4 (복대동), 043- 232-9592
1153,일반음식점,청풍명계, 청주시 흥덕구 서현서로 29 (가경동 (1층)), 043- 232-9600
1154,일반음식점,전주식당, 청주시 흥덕구 풍년로150번길 10-2 (가경동), 043- 232-9894
1155,일반음식점,처갓집 양념치킨 가경점, 청주시 흥덕구 풍년로 178  1층 110  111호 (가경동), 043- 232-9999
1156,일반음식점,본궁석갈비, 청주시 흥덕구 가포산로 197 (강서동 외 1필지 (1층)), 043- 233-0006
1157,일반음식점,서청주농협식당, 청주시 흥덕구 비하로9번길 7 (비하동 (3층)), 043- 233-0059
1158,일반음식점,두툼이생고기, 청주시 흥덕구 복대로 130-1 (복대동 (1층)), 043- 233-0088
1159,일반음식점,최고집화로구이, 청주시 흥덕구 풍산로25번길 20 (가경동 (1층)), 043- 233-0092
1160,일반음식점,마카오, 청주시 흥덕구 강내면 가로수로 651, 043- 233-0203
1161,일반음식점,옹기종기식당, 청주시 흥덕구 경산로54번길 6 (가경동), 043- 233-0353
1162,일반음식점,불에퐁닭, 청주시 흥덕구 풍년로172번길 14 (가경동), 043- 233-0375
1163,일반음식점,부모산가든, 청주시 흥덕구 2순환로1167번길 25 (복대동), 043- 233-0551
1164,일반음식점,뚝배기, 청주시 흥덕구 풍년로108번길 8-6 (가경동), 043- 233-0603
1165,일반음식점,탄탄샤브칼국수, 청주시 흥덕구 가로수로 1019  1층 (비하동), 043- 233-0609
1166,일반음식점,양평칼국수콩국수, 청주시 흥덕구 강내면 가로수로 556, 043- 233-1005
1167,일반음식점,엣지, 청주시 흥덕구 비하로42번길 5 (비하동 (1층)), 043- 233-1164
1168,일반음식점,국민수육국밥&막국수, 청주시 흥덕구 강내면 월곡길 27  1층, 043- 233-1200
1169,일반음식점,원앙식당, 청주시 흥덕구 가경동 1514번지  , 043- 233-1581
1170,일반음식점,최피디(PD)해물칼국수, 청주시 흥덕구 2순환로1124번길 22  1층 104호 (비하동), 043- 233-1688
1171,일반음식점,커피스타 89, 청주시 흥덕구 2순환로1050번길 39 (비하동), 043- 233-1707
1172,일반음식점,시골미꾸라지메운탕, 청주시 흥덕구 정봉동 33번지 12호 (1층) , 043- 233-1789
1173,일반음식점,즐거운밥상, 청주시 흥덕구 풍년로194번길 11 (가경동), 043- 233-1837
1174,일반음식점,송학식당, 청주시 흥덕구 강내면 태성탑연로 452, 043- 233-1934
1175,일반음식점,덕성생고기, 청주시 흥덕구 서현중로36번길 22 (가경동 (1층)), 043- 233-1980
1176,일반음식점,맥시칸치킨, 청주시 흥덕구 가경로161번길 8-2 (가경동), 043- 233-2119
1177,일반음식점,숯불양다리구이, 청주시 흥덕구 풍산로25번길 24 (가경동), 043- 233-2171
1178,일반음식점,예지, 청주시 흥덕구 백봉로 254 (봉명동 외 10필지 7동 2층 10호), 043- 233-2203
1179,일반음식점,맛있는밥상, 청주시 흥덕구 남석로601번길 11  1층 (석곡동), 043- 233-2553
1180,일반음식점,오송식당, 청주시 흥덕구 강내면 태성탑연로 452, 043- 233-2644
1181,일반음식점,베로에스프레소충청대점, 청주시 흥덕구 강내면 월곡길 27, 043- 233-2796
1182,일반음식점,장군김밥, 청주시 흥덕구 가경로 123 (가경동 (1층)), 043- 233-3036
1183,일반음식점,양평해장국, 청주시 흥덕구 2순환로 1229 (가경동), 043- 233-3113
1184,일반음식점,행복한밥상, 청주시 흥덕구 강촌로 295 (서촌동 (1층)), 043- 233-3340
1185,일반음식점,속초명태갈비, 청주시 흥덕구 풍산로33번길 12 (가경동 (1층)), 043- 233-3373
1186,일반음식점,공주얼큰이칼국수쭈꾸미전문점, 청주시 흥덕구 서경로4번길 27 (가경동 (1층)), 043- 233-3384
1187,일반음식점,신안 왕소금구이, 청주시 흥덕구 오송읍 오송생명로 208-16  1층, 043- 233-3392
1188,일반음식점,까망염소, 청주시 흥덕구 고락로40번길 19 (지동동  외2필지 (1층)), 043- 233-3406
1189,일반음식점,즐거운밥상, 청주시 흥덕구 풍년로194번길 5 (가경동), 043- 233-3513
1190,일반음식점,윤참치엔스시, 청주시 흥덕구 풍년로160번길 18 (가경동), 043- 233-3545
1191,일반음식점,청주함흥면옥, 청주시 흥덕구 복대로 191  1층 (복대동), 043- 233-3551
1192,일반음식점,퓨전포차돌멩이, 청주시 흥덕구 강내면 태성탑연로 262 (태암수정아파트상가 107호), 043- 233-3560
1193,일반음식점,나박실식당, 청주시 흥덕구 풍년로119번길 20 (가경동), 043- 233-3595
1194,일반음식점,대도숯불갈비 , 청주시 흥덕구 2순환로1122번길 6 (비하동), 043- 233-3700
1195,일반음식점,미호파닭, 청주시 흥덕구 강내면 태성탑연로 391-36, 043- 233-3757
1196,일반음식점,명동김밥, 청주시 흥덕구 가경로 9-6 (가경동 (1층)), 043- 233-3883
1197,일반음식점,복대순대, 청주시 흥덕구 풍산로 112 (복대동 (1층)), 043- 233-3886
1198,일반음식점,칸지61, 청주시 흥덕구 짐대로 61 (복대동 (1층)), 043- 233-4117
1199,일반음식점,강나루, 청주시 흥덕구 옥산면 장남길 9-4, 043- 233-4207
1200,일반음식점,동천24시칼국수, 청주시 흥덕구 2순환로1168번길 21 (비하동 (1층)), 043- 233-4266
1201,일반음식점,아관원중화요리 , 청주시 흥덕구 풍산로25번길 34 (가경동), 043- 233-4455
1202,일반음식점,대구왕뽈찜, 청주시 흥덕구 경산로 16-2 (가경동 (1층)), 043- 233-4554
1203,일반음식점,이것이 짬뽕이다, 청주시 흥덕구 장구봉로 39 (가경동 (1층)), 043- 233-4779
1204,일반음식점,황새울 누룽지백숙, 청주시 흥덕구 서부로1124번길 50  1층 (석곡동), 043- 233-5255
