연번,업종명,업소명,소     재     지,전화번호
1547,일반음식점,충무 활어시장, 청주시 흥덕구 복대로 128 (복대동), 043- 239-1259
1548,일반음식점,류창희국수人, 청주시 흥덕구 서현북로 81 (가경동 LH타워 105호), 043- 239-2211
1549,일반음식점,램스토리.썬셋510, 청주시 흥덕구 강내면 태성탑연로 391-50  1동 1층, 043- 239-2299
1550,일반음식점,대왕식당, 청주시 흥덕구 오송읍 오송1길 10, 043- 239-2714
1551,일반음식점,한모둠순대국, 청주시 흥덕구 대신로 43-2 (복대동 (1층)), 043- 239-3200
1552,일반음식점,우서방김밥, 청주시 흥덕구 증안로 27  상가동 1층 101-1호 (복대동), 043- 239-4949
1553,일반음식점,촛불家, 청주시 흥덕구 가로수로1164번길 38-12 (강서동 (1층)), 043- 239-5242
1554,일반음식점,밀가, 청주시 흥덕구 복대로 225 (복대동), 043- 239-5656
1555,일반음식점,육회달인, 청주시 흥덕구 진재로19번길 7 (복대동 (1층)), 043- 239-8100
1556,일반음식점,하복대수육국밥, 청주시 흥덕구 진재로16번길 3-2 (복대동 (1층)), 043- 239-8800
1557,일반음식점,공주얼큰이칼국수, 청주시 흥덕구 풍년로 188 (가경동 (1층)), 043- 239-8830
1558,일반음식점,치킨신드롬하복대점, 청주시 흥덕구 짐대로42번길 4-6 (복대동 (1층)), 043- 239-8998
1559,일반음식점,본가감자탕, 청주시 흥덕구 경산로 52 (가경동 (1층)), 043- 239-9400
1560,일반음식점,고향마을, 청주시 흥덕구 봉명로 185  1층 (봉명동), 043- 252-9204
1561,일반음식점,육거리 순대, 청주시 흥덕구 풍산로47번길 37-1 (가경동), 043- 253-2172
1562,일반음식점,욱한숯불생갈비, 청주시 흥덕구 내수동로 19 (복대동), 043- 253-8101
1563,일반음식점,북해도, 청주시 흥덕구 직지대로 644 (봉명동), 043- 258-2600
1564,일반음식점,에피소드봉명점, 청주시 흥덕구 백봉로 189 (봉명동 (1층)), 043- 259-0999
1565,일반음식점,굴다리식당, 청주시 흥덕구 옥산면 옥산시내2길 14, 043- 260-0026
1566,일반음식점,풍차마을, 청주시 흥덕구 옥산면 청주역로 609-1, 043- 260-0033
1567,일반음식점,국빈, 청주시 흥덕구 옥산면 청주역로 638, 043- 260-0054
1568,일반음식점,금계집, 청주시 흥덕구 옥산면 오산리 212번지 (0  )  , 043- 260-0061
1569,일반음식점,명성선지해장국쭈꾸미, 청주시 흥덕구 옥산면 옥산시내2길 20, 043- 260-0077
1570,일반음식점,백송식당, 청주시 흥덕구 옥산면 청주역로 635 (외 1), 043- 260-0365
1571,일반음식점,세화식당, 청주시 흥덕구 옥산면 옥산시내3길 7-1  1층, 043- 260-0410
1572,일반음식점,장터곱창, 청주시 흥덕구 옥산면 청주역로 651-1  1층, 043- 260-0412
1573,일반음식점,향수골, 청주시 흥덕구 옥산면 청주역로 727, 043- 260-0468
1574,일반음식점,미평식당, 청주시 흥덕구 옥산면 청주역로 642, 043- 260-0577
1575,일반음식점,대화식당, 청주시 흥덕구 옥산면 오산리 467번지  , 043- 260-0616
1576,일반음식점,대운분식, 청주시 흥덕구 옥산면 청주역로 654, 043- 260-0667
1577,일반음식점,김밥마을, 청주시 흥덕구 옥산면 청주역로 627, 043- 260-0709
1578,일반음식점,한양식당, 청주시 흥덕구 옥산면 청주역로 666  1층, 043- 260-0989
1579,일반음식점,대명식당, 청주시 흥덕구 옥산면 청주역로 653-1, 043- 260-0991
1580,일반음식점,옥산송어가든, 청주시 흥덕구 옥산면 국사길 195, 043- 260-1416
1581,일반음식점,낚시터가든, 청주시 흥덕구 옥산면 소로리 75번지 4호  , 043- 260-1424
1582,일반음식점,조선닭농장, 청주시 흥덕구 옥산면 오산가좌로 329-9, 043- 260-1804
1583,일반음식점,장수황家가 설렁탕, 청주시 흥덕구 사운로396번길 3 (신봉동), 043- 260-2017
1584,일반음식점,오미생고기촌, 청주시 흥덕구 옥산면 청주역로 640-5, 043- 260-2111
1585,일반음식점,둥지파닭일번가, 청주시 흥덕구 강내면 태성탑연로 448-19, 043- 260-2227
1586,일반음식점,한일옥, 청주시 흥덕구 옥산면 오산1길 4, 043- 260-2350
1587,일반음식점,명호공주얼큰이칼국수쭈꾸미, 청주시 흥덕구 옥산면 청주역로 657, 043- 260-3697
1588,일반음식점,금다래, 청주시 흥덕구 옥산면 옥산시내1길 63, 043- 260-3982
1589,일반음식점,그린캐빈, 청주시 흥덕구 옥산면 옥산시내1길 32, 043- 260-4496
1590,일반음식점,일정가든, 청주시 흥덕구 옥산면 국사오산로 624-8  1층, 043- 260-4535
1591,일반음식점,옥산장날순대, 청주시 흥덕구 옥산면 청주역로 653-7, 043- 260-4944
1592,일반음식점,은성갈비, 청주시 흥덕구 옥산면 청주역로 649, 043- 260-4987
1593,일반음식점,호식이두마리치킨옥산점, 청주시 흥덕구 옥산면 청주역로 690, 043- 260-5235
1594,일반음식점,김밥천국, 청주시 흥덕구 덕암로59번길 4 (봉명동 (1층)), 043- 260-5516
1595,일반음식점,떡끼묵까, 청주시 흥덕구 옥산면 청주역로 651, 043- 260-5535
1596,일반음식점,옥산반점, 청주시 흥덕구 옥산면 옥산시내2길 3, 043- 260-5844
1597,일반음식점,두메골생고기, 청주시 흥덕구 내수동로 13 (복대동 (1층)), 043- 260-6692
1598,일반음식점,포천왕족발, 청주시 흥덕구 복대동 169번지 1호 (1층) , 043- 260-8488
1599,일반음식점,옥산순대, 청주시 흥덕구 옥산면 청주역로 666-1, 043- 260-8708
1600,일반음식점,아프니까청춘, 청주시 흥덕구 흥덕로 152-9  1층 (운천동), 043- 260-9249
1601,일반음식점,고기먹는날, 청주시 흥덕구 옥산면 오송가락로 744, 043- 260-9416
1602,일반음식점,에떼, 청주시 흥덕구 강내면 태성탑연로 386, 043- 260-9944
1603,일반음식점,멕시카나 옥산점, 청주시 흥덕구 옥산면 청주역로 651-1, 043- 260-9982
1604,일반음식점,부어치킨운천점, 청주시 흥덕구 사운로 240 (운천동 (1층)), 043- 260-9995
1605,일반음식점,7번가피자 테크노폴리스점, 청주시 흥덕구 송화로 172-1  1층 103호 (송절동), 043- 261-7778
1606,일반음식점,김밥마트, 청주시 흥덕구 충대로 5  1층 (복대동), 043- 262-0054
1607,일반음식점,탐라생고기, 청주시 흥덕구 충대로14번길 52  1층 (복대동), 043- 262-0187
1608,일반음식점,토성한방오리찜, 청주시 흥덕구 백봉로224번길 16 (봉명동 (1층)), 043- 262-1135
1609,일반음식점,치킨맥주&포장마차, 청주시 흥덕구 천석로 52 (봉명동), 043- 262-1854
1610,일반음식점,켄터베리두마리치킨, 청주시 흥덕구 성봉로 253  1층 (복대동), 043- 262-1950
1611,일반음식점,아키아키(AkiAki), 청주시 흥덕구 1순환로 528 (봉명동), 043- 262-2113
1612,일반음식점,동산숯불갈비, 청주시 흥덕구 1순환로501번길 6 (봉명동), 043- 262-2155
1613,일반음식점,대명관, 청주시 흥덕구 직지대로582번길 23 (봉명동), 043- 262-2209
1614,일반음식점,참스민김밥, 청주시 흥덕구 복대동 630번지 5호 (1층) , 043- 262-2608
1615,일반음식점,고향촌, 청주시 흥덕구 월명로5번길 16 (복대동), 043- 262-3504
1616,일반음식점,대동양꼬치양다리전문점, 청주시 흥덕구 내수동로42번길 3 (복대동), 043- 262-3531
1617,일반음식점,장수마을, 청주시 흥덕구 사운로187번길 2-9 (운천동), 043- 262-3687
1618,일반음식점,백운가든, 청주시 흥덕구 월명로 64 (봉명동), 043- 262-3705
1619,일반음식점,진푸드, 청주시 흥덕구 장구봉로 133 (복대동), 043- 262-3977
1620,일반음식점,그린치킨호프 , 청주시 흥덕구 신율로 132 (복대동), 043- 262-4563
1621,일반음식점,부민세숫대야냉면, 청주시 흥덕구 봉정로65번길 21-1 (봉명동), 043- 262-4770
1622,일반음식점,진천장터순대, 청주시 흥덕구 봉명로 231-1 (봉명동), 043- 262-4807
1623,일반음식점,장소, 청주시 흥덕구 백봉로183번길 17 (봉명동 (1층)), 043- 262-5292
1624,일반음식점,호박, 청주시 흥덕구 덕암로114번길 66 (봉명동 (1층)), 043- 262-5592
1625,일반음식점,국보순대, 청주시 흥덕구 월명로178번길 55 (봉명동 (1층)), 043- 262-6005
1626,일반음식점,풍년식당, 청주시 흥덕구 사직대로5번길 14 (복대동), 043- 262-7663
1627,일반음식점,조선천지, 청주시 흥덕구 운천로 23 (운천동), 043- 262-7727
1628,일반음식점,한영식당, 청주시 흥덕구 흥덕로 150-1 (운천동), 043- 262-9168
1629,일반음식점,순희네밥공장, 청주시 흥덕구 덕암로35번길 44 (봉명동 (1층)), 043- 262-9900
1630,일반음식점,시애틀, 청주시 흥덕구 덕암로114번길 66 (봉명동 (2층)), 043- 263-0123
1631,일반음식점,동해해물탕, 청주시 흥덕구 사운로 202 (운천동), 043- 263-0227
1632,일반음식점,용우동, 청주시 흥덕구 백봉로223번길 2 (봉명동 (1층)), 043- 263-1155
1633,일반음식점,밥상머리, 청주시 흥덕구 사운로 255  1층 110호 (운천동), 043- 263-1573
1634,일반음식점,태성가든, 청주시 흥덕구 강내면 서부로 325, 043- 263-1603
1635,일반음식점,무교동, 청주시 흥덕구 월명로 25 (봉명동), 043- 263-1795
1636,일반음식점,울진왕돌초 붉은대게 무한리필 본점, 청주시 흥덕구 덕암로6번길 97 (봉명동 (1층)), 043- 263-2263
1637,일반음식점,김밥천하, 청주시 흥덕구 직지대로 567 (봉명동 (1층)), 043- 263-2823
1638,일반음식점,뽀뚜루까아저씨봉명점, 청주시 흥덕구 덕암로108번길 53 (봉명동 (1층)), 043- 263-4511
1639,일반음식점,다그로, 청주시 흥덕구 직지대로668번길 32 (봉명동), 043- 263-4944
1640,일반음식점,상주감자탕, 청주시 흥덕구 복대동 162번지 4호 효성아파트상가 1-5 , 043- 263-5114
1641,일반음식점,항아리보쌈, 청주시 흥덕구 월명로178번길 42 (봉명동 (1층)), 043- 263-5353
1642,일반음식점,옹골진치킨, 청주시 흥덕구 내수동로 65 (복대동), 043- 263-5469
1643,일반음식점,서울식당 , 청주시 흥덕구 복대동 849번지 3호  , 043- 263-6947
1644,일반음식점,황소고집, 청주시 흥덕구 2순환로1124번길 16 (비하동 C동 103호), 043- 263-7003
1645,일반음식점,공주칼국수, 청주시 흥덕구 운천로4번길 3 (운천동), 043- 263-7590
1646,일반음식점,모로코, 청주시 흥덕구 백봉로 201 (봉명동 (2층)), 043- 263-8081
1647,일반음식점,보쌈당한족발, 청주시 흥덕구 내수동로 38-2 (복대동), 043- 263-8241
1648,일반음식점,우정각중화요리, 청주시 흥덕구 직지대로 566 (봉명동), 043- 263-8542
1649,일반음식점,석곡오리촌, 청주시 흥덕구 사운로358번길 4 (신봉동), 043- 263-8549
1650,일반음식점,이름난순대의신, 청주시 흥덕구 송절로 80  다동 1층 (봉명동), 043- 263-8902
1651,일반음식점,동키치킨, 청주시 흥덕구 성봉로 255 (복대동), 043- 263-9393
1652,일반음식점,청담포차, 청주시 흥덕구 진재로23번길 3 (복대동), 043- 263-9888
1653,일반음식점,탑골, 청주시 흥덕구 백봉로224번길 81 (봉명동 (1층)), 043- 264-0042
1654,일반음식점,착한오리, 청주시 흥덕구 월명로 182 (봉명동 (1층)), 043- 264-0333
1655,일반음식점,사다리봉명1점, 청주시 흥덕구 봉명로 233 (봉명동), 043- 264-0415
1656,일반음식점,한식경, 청주시 흥덕구 과상미로83번길 16 (봉명동 (1층)), 043- 264-0650
1657,일반음식점,송희식당, 청주시 흥덕구 옥산면 오송가락로 770-54  1층, 043- 264-1102
1658,일반음식점,한우식당, 청주시 흥덕구 백봉로 245 (봉명동 외 1필지(1층)), 043- 264-1188
1659,일반음식점,민비아구찜해물찜, 청주시 흥덕구 성봉로 239 (복대동 (1층)), 043- 264-1663
1660,일반음식점,피닉스호프, 청주시 흥덕구 직지대로668번길 14 (봉명동), 043- 264-1838
1661,일반음식점,참원닭오리백숙전문점, 청주시 흥덕구 월명로178번길 33  1층 (봉명동), 043- 264-1921
1662,일반음식점,모녀식당, 청주시 흥덕구 직지대로743번길 25 (운천동 (1층)), 043- 264-2138
1663,일반음식점,선심양심, 청주시 흥덕구 1순환로570번길 67-2 (봉명동), 043- 264-2153
1664,일반음식점,남매식당, 청주시 흥덕구 운천로3번길 8 (운천동), 043- 264-2234
1665,일반음식점,더덕솥뚜껑삼겹살, 청주시 흥덕구 과상미로 53 (봉명동 (1층)), 043- 264-2274
1666,일반음식점,박카스, 청주시 흥덕구 주현로 15 (봉명동 (1층)), 043- 264-2444
1667,일반음식점,굴다리식당, 청주시 흥덕구 1순환로386번길 11 (신봉동), 043- 264-2530
1668,일반음식점,청송해장국, 청주시 흥덕구 풍산로47번길 28 (가경동), 043- 264-3379
1669,일반음식점,일미닭갈비파전, 청주시 흥덕구 충대로 14 (복대동), 043- 264-4287
1670,일반음식점,영만두식당, 청주시 흥덕구 월명로5번길 73 (복대동), 043- 264-4546
1671,일반음식점,아우라지해장국, 청주시 흥덕구 내수동로 24 (복대동 (1층-점포5)), 043- 264-4777
1672,일반음식점,정동진식당, 청주시 흥덕구 직지대로753번길 64-4 (운천동), 043- 264-5100
1673,일반음식점,청풍파닭, 청주시 흥덕구 덕암로 105 (봉명동 (1층)), 043- 264-5353
1674,일반음식점,복대갈비촌, 청주시 흥덕구 복대로162번길 7 (복대동), 043- 264-6053
1675,일반음식점,피자퀸, 청주시 흥덕구 직지대로753번길 24 (운천동 (1층)), 043- 264-6062
1676,일반음식점,참좋은날, 청주시 흥덕구 덕암로113번길 14 (봉명동 (1층)), 043- 264-6228
1677,일반음식점,신복대식당, 청주시 흥덕구 사직대로11번길 9 (복대동 (1층)), 043- 264-6553
1678,일반음식점,햇살왕만두, 청주시 흥덕구 사직대로82번길 14  1층 (복대동), 043- 264-7050
1679,일반음식점,무지개분식, 청주시 흥덕구 봉정로56번길 27 (봉명동 (1층)), 043- 264-7270
1680,일반음식점,장수네감자탕, 청주시 흥덕구 봉명로 146 (봉명동 (1층)), 043- 264-7907
1681,일반음식점,김밥천국, 청주시 흥덕구 사직대로 18 (복대동 (1층)), 043- 264-8143
1682,일반음식점,서원잔치방, 청주시 흥덕구 풍년로172번길 21  1층 (가경동), 043- 264-8289
1683,일반음식점,대운등심불고기 , 청주시 흥덕구 직지대로753번길 64-2 (운천동), 043- 264-9273
1684,일반음식점,네네치킨봉명사창점, 청주시 흥덕구 백봉로 172  1층 (봉명동), 043- 264-9285
1685,일반음식점,오성통닭· 닭발, 청주시 흥덕구 사운로 223  1층 (운천동), 043- 264-9309
1686,일반음식점,예술세계, 청주시 흥덕구 직지대로 593 (봉명동), 043- 264-9542
1687,일반음식점,다미맛자랑, 청주시 흥덕구 내수동로 45 (복대동), 043- 264-9871
1688,일반음식점,금룡중화요리, 청주시 흥덕구 봉명로 182 (봉명동), 043- 264-9994
1689,일반음식점,봉명골순대, 청주시 흥덕구 천석로 48 (봉명동 (1층)), 043- 265-0065
1690,일반음식점,시골밥상, 청주시 흥덕구 봉정로56번길 36 (봉명동 (1층)), 043- 265-0709
1691,일반음식점,화제식당, 청주시 흥덕구 1순환로 585 (봉명동), 043- 265-0957
1692,일반음식점,김밥나라봉명점, 청주시 흥덕구 1순환로512번길 47-1 (봉명동 (1층)), 043- 265-1005
1693,일반음식점,파닭파닭, 청주시 흥덕구 1순환로512번길 18 (봉명동 (1층)), 043- 265-1102
1694,일반음식점,도원식당, 청주시 흥덕구 운천로4번길 20 (운천동  (1층)), 043- 265-1275
1695,일반음식점,배가네묵은지감자탕, 청주시 흥덕구 월명로178번길 52 (봉명동 (1층)), 043- 265-1718
1696,일반음식점,파비뇽컨벤션센터, 청주시 흥덕구 월명로 212 (봉명동 (가동 2층)L201 O201 N201 M201~204 P201~203 L202 P204 O202), 043- 265-1887
1697,일반음식점,티바두마리치킨, 청주시 흥덕구 과상미로9번길 102-10 (봉명동  (신라상가 1층5호)), 043- 265-1954
1698,일반음식점,생생고기마을, 청주시 흥덕구 과상미로10번길 29-1 (봉명동), 043- 265-2612
1699,일반음식점,대하암소한마리, 청주시 흥덕구 월명로13번길 74-2 (복대동 외 1필지(2층)), 043- 265-3463
1700,일반음식점,대하갈비, 청주시 흥덕구 월명로13번길 74-2 (복대동), 043- 265-3705
1701,일반음식점,구이랑 쌈밥, 청주시 흥덕구 덕암로114번길 40 (봉명동 아이타워빌딩 107호), 043- 265-4325
1702,일반음식점,호호닭발, 청주시 흥덕구 백봉로 243 (봉명동 (1층)), 043- 265-4966
1703,일반음식점,청마루, 청주시 흥덕구 1순환로584번길 19 (봉명동), 043- 265-5125
1704,일반음식점,전통만두, 청주시 흥덕구 월명로 154  1층 (봉명동), 043- 265-5544
1705,일반음식점,간이역, 청주시 흥덕구 내수동로 24 (복대동), 043- 265-5572
1706,일반음식점,원해물탕, 청주시 흥덕구 과상미로83번길 6 (봉명동 (1층)), 043- 265-6068
1707,일반음식점,교촌치킨, 청주시 흥덕구 사운로 244-1  1층 (운천동), 043- 265-6555
1708,일반음식점,궁중숯불갈비, 청주시 흥덕구 운천로3번길 20 (운천동), 043- 265-6804
1709,일반음식점,대명도리탕, 청주시 흥덕구 백봉로 188-1 (봉명동), 043- 265-7713
1710,일반음식점,신용생고기, 청주시 흥덕구 풍산로 147 (복대동), 043- 265-7735
1711,일반음식점,파타야, 청주시 흥덕구 충대로 14-1  2층 (복대동), 043- 265-7942
1712,일반음식점,페리카나봉명점, 청주시 흥덕구 주현로25번길 20 (봉명동 (1층)), 043- 265-8503
1713,일반음식점,어느멋진날, 청주시 흥덕구 백봉로 214 (봉명동 (2층)), 043- 265-9009
1714,일반음식점,만석불고기, 청주시 흥덕구 1순환로594번길 48 (봉명동 (1층)), 043- 265-9200
1715,일반음식점,드림호프, 청주시 흥덕구 사직대로 5 (복대동), 043- 265-9314
1716,일반음식점,다사랑치킨피자, 청주시 흥덕구 백봉로197번길 8 (봉명동 (1층)), 043- 265-9995
1717,일반음식점,열린호프, 청주시 흥덕구 1순환로512번길 21-1 (봉명동), 043- 266-0092
1718,일반음식점,에오스레스토랑 , 청주시 흥덕구 무심서로 681 (운천동), 043- 266-0137
1719,일반음식점,서부의사나이, 청주시 흥덕구 과상미로 47 (봉명동), 043- 266-0220
1720,일반음식점,졸졸이식당, 청주시 흥덕구 직지대로635번길 80 (봉명동), 043- 266-0478
1721,일반음식점,놀러와, 청주시 흥덕구 덕암로114번길 50  1층 (봉명동), 043- 266-0666
1722,일반음식점,정다운수제숯불갈비, 청주시 흥덕구 봉명로 183 (봉명동 (1층)), 043- 266-0670
1723,일반음식점,미락숯불갈비, 청주시 흥덕구 복대로 207 (복대동), 043- 266-0803
1724,일반음식점,아성청국장, 청주시 흥덕구 흥덕로 166 (운천동), 043- 266-0888
1725,일반음식점,안동찜닭, 청주시 흥덕구 백봉로224번길 39 (봉명동 (1층)), 043- 266-0977
1726,일반음식점,운천닭발, 청주시 흥덕구 사운로 241 (운천동 (1층)), 043- 266-1070
1727,일반음식점,달래강매운탕, 청주시 흥덕구 강서동 17번지 1호  , 043- 266-1812
1728,일반음식점,여우끼, 청주시 흥덕구 과상미로10번길 58 (봉명동 (1층)), 043- 266-2003
1729,일반음식점,초원왕족발, 청주시 흥덕구 봉명동 2044번지 초원A상가 104호 , 043- 266-2022
1730,일반음식점,뚝심, 청주시 흥덕구 봉명로 176 (봉명동 (1층)), 043- 266-2023
1731,일반음식점,장수영양촌, 청주시 흥덕구 봉명로142번길 3 (봉명동), 043- 266-2156
1732,일반음식점,종가집, 청주시 흥덕구 내수동로55번길 10-2 (복대동 외 1필지(1층)), 043- 266-2274
1733,일반음식점,백년회관 서서갈비, 청주시 흥덕구 백봉로 169  2층 (봉명동), 043- 266-2357
1734,일반음식점,충장군, 청주시 흥덕구 사운로 242 (운천동 (1층)), 043- 266-3301
1735,일반음식점,독도수산참치활어회, 청주시 흥덕구 백봉로 175 (봉명동 (1층)), 043- 266-3537
1736,일반음식점,보당해장국, 청주시 흥덕구 복대동 169번지 1호  , 043- 266-4219
1737,일반음식점,애드리브, 청주시 흥덕구 백봉로197번길 8 (봉명동 (2층)), 043- 266-4500
1738,일반음식점,장모님치킨, 청주시 흥덕구 과상미로9번길 102-2 (봉명동), 043- 266-4958
1739,일반음식점,봉자언니, 청주시 흥덕구 사운로 246 (운천동 (1층)), 043- 266-5134
1740,일반음식점,연송, 청주시 흥덕구 주현로33번길 27 (봉명동), 043- 266-5158
1741,일반음식점,장성불고기, 청주시 흥덕구 직지대로635번길 91 (봉명동), 043- 266-5553
1742,일반음식점,김이랑밥이랑, 청주시 흥덕구 직지대로639번길 97 (봉명동), 043- 266-5895
1743,일반음식점,본죽봉명점, 청주시 흥덕구 백봉로223번길 2 (봉명동 (1층)), 043- 266-6288
1744,일반음식점,키이스치킨, 청주시 흥덕구 복대동 849번지 2호  , 043- 266-6352
1745,일반음식점,피자마트, 청주시 흥덕구 백봉로224번길 33 (봉명동 (1층)), 043- 266-6635
1746,일반음식점,고려숯불생고기전문, 청주시 흥덕구 봉명로 188 (봉명동 (1층)), 043- 266-6682
1747,일반음식점,삼정참숯생고기, 청주시 흥덕구 1순환로512번길 48 (봉명동), 043- 266-7444
1748,일반음식점,진미식당, 청주시 흥덕구 사운로 360 (신봉동), 043- 266-7601
1749,일반음식점,불티나떡볶이, 청주시 흥덕구 운천동 1123번지 (1층) , 043- 266-7672
1750,일반음식점,단골분식, 청주시 흥덕구 봉명동 2044번지 109호 (1층) , 043- 266-7688
1751,일반음식점,고향맛집, 청주시 흥덕구 신봉동 167번지 (1층) , 043- 266-7744
1752,일반음식점,종로밥상, 청주시 흥덕구 덕암로6번길 90 (봉명동 (1층)), 043- 266-7889
1753,일반음식점,착한소, 청주시 흥덕구 월명로178번길 48 (봉명동 (1층)), 043- 266-7892
1754,일반음식점,백산식당, 청주시 흥덕구 사직대로19번길 20 (복대동), 043- 266-8008
1755,일반음식점,처갓집양념치킨(복대점), 청주시 흥덕구 신율로 127  1층 (복대동), 043- 266-8259
1756,일반음식점,양자강중화요리, 청주시 흥덕구 직지대로 608 (봉명동  (1 2층)), 043- 266-8585
1757,일반음식점,제부도바지락칼국수, 청주시 흥덕구 복대로 219 (복대동), 043- 266-8892
1758,일반음식점,취팔선객잔, 청주시 흥덕구 덕암로 112 (봉명동 (1층)), 043- 266-8896
1759,일반음식점,엔, 청주시 흥덕구 덕암로6번길 107 (봉명동 (4층)), 043- 266-9125
1760,일반음식점,천날식당, 청주시 흥덕구 풍산로106번길 5-2  1층 (복대동), 043- 266-9333
1761,일반음식점,순(SOON)생막창, 청주시 흥덕구 내수동로34번길 3 (복대동), 043- 266-9448
1762,일반음식점,조대표생삼겹, 청주시 흥덕구 운천로3번길 14-1 (운천동 (1층)), 043- 266-9590
1763,일반음식점,곤지곤지 밥상, 청주시 흥덕구 1순환로594번길 18  송영빌딩 1층 (봉명동), 043- 266-9797
1764,일반음식점,제부도손칼국수, 청주시 흥덕구 직지대로581번길 14 (봉명동), 043- 266-9829
1765,일반음식점,꼴깍!!회, 청주시 흥덕구 사운로 242 (운천동 (1층)), 043- 267-0166
1766,일반음식점,술의나라, 청주시 흥덕구 과상미로 30 (봉명동), 043- 267-0350
1767,일반음식점,피자마루, 청주시 흥덕구 백봉로223번길 18 (봉명동 (1층)), 043- 267-1082
1768,일반음식점,(주)홍인갤러리관광호텔휴게실, 청주시 흥덕구 직지대로 607 (봉명동), 043- 267-1121
1769,일반음식점,수호프, 청주시 흥덕구 봉명로 233 (봉명동 (1층)), 043- 267-1951
1770,일반음식점,썸라이브, 청주시 흥덕구 백봉로 211 (봉명동 (2층)), 043- 267-2121
1771,일반음식점,원풍식당, 청주시 흥덕구 직지대로743번길 13 (운천동), 043- 267-2863
1772,일반음식점,우리식당 , 청주시 흥덕구 복대로220번길 17-20 (복대동), 043- 267-3083
1773,일반음식점,두레생고기, 청주시 흥덕구 월명로34번길 3 (봉명동), 043- 267-3710
1774,일반음식점,서울해장국, 청주시 흥덕구 1순환로584번길 4 (봉명동), 043- 267-4647
1775,일반음식점,삼익세라믹구이, 청주시 흥덕구 내수동로 38-2 (복대동), 043- 267-5319
1776,일반음식점,대박식당, 청주시 흥덕구 백봉로 254 (봉명동 3동 (2층)), 043- 267-5659
1777,일반음식점,아도니스, 청주시 흥덕구 덕암로108번길 73 (봉명동 (1층)), 043- 267-5892
1778,일반음식점,숭늉, 청주시 흥덕구 월명로 156 (봉명동 (1층)), 043- 267-6007
1779,일반음식점,쟌비어스, 청주시 흥덕구 백봉로 185 (봉명동 (2층)), 043- 267-6266
1780,일반음식점,아서원, 청주시 흥덕구 신율로 106  1층 (복대동), 043- 267-6293
1781,일반음식점,한울마루, 청주시 흥덕구 월명로70번길 5 (봉명동 (1층)), 043- 267-6545
1782,일반음식점,장수보리밥, 청주시 흥덕구 비하로 59-2 (비하동), 043- 267-6845
1783,일반음식점,맥킨토시, 청주시 흥덕구 월명로 124  1층 (봉명동  푸른아파트상가A동104호), 043- 267-6938
1784,일반음식점,로즈마리, 청주시 흥덕구 백봉로 181  1층2층 101호 (봉명동), 043- 267-7756
1785,일반음식점,명성숯불장어구이, 청주시 흥덕구 운천로21번길 17 (운천동), 043- 267-7794
1786,일반음식점,송가네밥집, 청주시 흥덕구 봉명로 206 (봉명동 (1층)), 043- 267-9233
1787,일반음식점,우리집김밥, 청주시 흥덕구 1순환로512번길 35 (봉명동 (1층)), 043- 268-0055
1788,일반음식점,본가바지락칼국수, 청주시 흥덕구 과상미로10번길 5 (봉명동), 043- 268-0284
1789,일반음식점,아리산중화요리, 청주시 흥덕구 내수동로 21  A동 1층 (복대동), 043- 268-0713
1790,일반음식점,조개맛자랑, 청주시 흥덕구 직지대로 597 (봉명동 (1층)), 043- 268-1331
1791,일반음식점,미스터피자청주터미널점, 청주시 흥덕구 2순환로 1240 (강서동 1층 107호  202호), 043- 268-1577
1792,일반음식점,도토리 민속주점, 청주시 흥덕구 운천로3번길 2 (운천동), 043- 268-2110
1793,일반음식점,엄마닭발, 청주시 흥덕구 내수동로12번길 6 (복대동  효성아파트 1층 10호), 043- 268-2633
1794,일반음식점,장수불고기, 청주시 흥덕구 운천로9번길 3 (운천동), 043- 268-3083
1795,일반음식점,장안닭발통닭, 청주시 흥덕구 내수동로 37  1층 (복대동), 043- 268-3212
1796,일반음식점,진참치, 청주시 흥덕구 백봉로197번길 17 (봉명동 (1층)), 043- 268-3392
1797,일반음식점,금송, 청주시 흥덕구 사운로 241 (운천동), 043- 268-3712
1798,일반음식점,정원식당, 청주시 흥덕구 과상미로25번길 2 (봉명동), 043- 268-3731
1799,일반음식점,장어나라, 청주시 흥덕구 풍산로 145 (복대동), 043- 268-4177
1800,일반음식점,남한산성, 청주시 흥덕구 성봉로237번길 1 (복대동), 043- 268-5868
1801,일반음식점,생삼겹살, 청주시 흥덕구 월명로 194 (봉명동 (1층)), 043- 268-5907
1802,일반음식점,장안갈비, 청주시 흥덕구 풍산로 126 (복대동), 043- 268-6118
1803,일반음식점,골드워터생맥주전문점, 청주시 흥덕구 봉명로 144 (봉명동), 043- 268-6596
1804,일반음식점,투다리봉명4호점, 청주시 흥덕구 봉명로228번길 22 (봉명동), 043- 268-6889
1805,일반음식점,바다이야기, 청주시 흥덕구 사운로 211 (운천동 (1층)), 043- 268-7088
1806,일반음식점,짱구분식, 청주시 흥덕구 사운로280번길 9-1 (운천동 삼일아파트상가가동104호), 043- 268-7502
1807,일반음식점,제일식당, 청주시 흥덕구 봉명로219번길 43 (봉명동), 043- 268-7740
1808,일반음식점,삼겹천하, 청주시 흥덕구 흥덕로 176 (운천동 (1층)), 043- 268-8239
1809,일반음식점,?푸드코리아, 청주시 흥덕구 과상미로49번길 6 (봉명동 (1층)), 043- 268-8255
